 S11, S22, S33, S12, S23, S31, wp
  1.301189E+002,  1.396627E+002,  0.000000E+000, -8.480333E+001, -2.034253E+001, -3.382856E-001,  3.200038E-001
  5.857261E+001,  8.789840E+001,  0.000000E+000,  9.005984E+001, -1.010999E+001,  1.013322E+001,  3.204698E-001
  1.372398E+002,  1.634540E+002,  0.000000E+000, -8.087602E+001, -1.927564E+001,  2.276330E+000,  3.204154E-001
  5.161380E+001,  9.443207E+001,  0.000000E+000,  8.925366E+001, -1.055053E+001,  1.079463E+001,  3.203013E-001
  1.435166E+002,  1.856429E+002,  0.000000E+000, -7.684922E+001, -1.806370E+001,  4.826416E+000,  3.203674E-001
  4.311846E+001,  1.024836E+002,  0.000000E+000,  8.673233E+001, -9.758747E+000,  1.005165E+001,  3.202425E-001
  1.488960E+002,  2.056531E+002,  0.000000E+000, -7.300097E+001, -1.669673E+001,  7.047963E+000,  3.202554E-001
  3.483644E+001,  1.100244E+002,  0.000000E+000,  8.394838E+001, -8.762684E+000,  9.099026E+000,  3.200635E-001
  1.462996E+002,  2.140968E+002,  0.000000E+000, -7.025947E+001, -1.508232E+001,  8.937576E+000,  3.201921E-001
  2.715602E+001,  1.166553E+002,  0.000000E+000,  8.124353E+001, -7.630706E+000,  8.275347E+000,  3.204004E-001
  6.421697E+001, -1.466657E+002,  0.000000E+000, -6.899434E+001,  7.181999E+000, -6.174149E+000,  3.206615E-001
  6.702976E+001, -1.498771E+002,  0.000000E+000, -6.700521E+001,  6.068333E+000, -6.778546E+000,  3.200444E-001
  6.797880E+001, -1.525744E+002,  0.000000E+000, -6.531594E+001,  4.984454E+000, -8.212563E+000,  3.207317E-001
  6.775178E+001, -1.568759E+002,  0.000000E+000, -6.241035E+001,  3.903943E+000, -9.890974E+000,  3.202942E-001
  6.562754E+001, -1.634247E+002,  0.000000E+000, -5.738482E+001,  3.664209E+000, -1.175931E+001,  3.205524E-001
  6.070844E+001, -1.738565E+002,  0.000000E+000, -4.865791E+001,  5.228932E+000, -1.411139E+001,  3.206402E-001
  5.396321E+001, -1.866348E+002,  0.000000E+000, -3.750533E+001,  8.007435E+000, -1.679894E+001,  3.201200E-001
  4.698045E+001, -2.002097E+002,  0.000000E+000, -2.539369E+001,  1.103621E+001, -1.974319E+001,  3.201145E-001
  4.064359E+001, -2.114201E+002,  0.000000E+000, -1.458844E+001,  1.441556E+001, -2.154424E+001,  3.202890E-001
  3.330884E+001, -2.157117E+002,  0.000000E+000, -7.524250E+000,  1.650729E+001, -1.933767E+001,  3.207603E-001
  2.193869E+001, -2.198556E+002,  0.000000E+000,  1.176208E+000,  1.658615E+001, -1.718175E+001,  3.205216E-001
  9.951940E+000, -2.230812E+002,  0.000000E+000,  1.031676E+001,  1.597383E+001, -1.482494E+001,  3.202982E-001
  2.497050E+000, -2.224046E+002,  0.000000E+000,  1.854499E+001,  1.459747E+001, -1.315003E+001,  3.201117E-001
 -5.418448E-001, -2.193272E+002,  0.000000E+000,  2.412059E+001,  1.190664E+001, -1.319561E+001,  3.201123E-001
 -3.917690E+000, -2.165522E+002,  0.000000E+000,  2.861907E+001,  8.641006E+000, -1.413132E+001,  3.204842E-001
 -6.610793E+000, -2.129116E+002,  0.000000E+000,  3.272530E+001,  5.340141E+000, -1.531771E+001,  3.202176E-001
 -8.795647E+000, -2.088106E+002,  0.000000E+000,  3.636037E+001,  2.230489E+000, -1.647012E+001,  3.201726E-001
 -1.137101E+001, -2.028948E+002,  0.000000E+000,  4.023486E+001, -1.720348E-001, -1.741360E+001,  3.204407E-001
 -1.422579E+001, -1.935977E+002,  0.000000E+000,  4.489491E+001, -1.451267E+000, -1.803682E+001,  3.204290E-001
 -1.711144E+001, -1.814892E+002,  0.000000E+000,  5.017028E+001, -1.761818E+000, -1.844616E+001,  3.201811E-001
  6.248921E+001, -1.424268E+002,  0.000000E+000, -7.082811E+001,  8.225787E+000, -6.063955E+000,  3.206622E-001
 -1.061391E+001, -1.634935E+002,  0.000000E+000,  5.419286E+001, -1.953546E+000, -1.811045E+001,  3.204147E-001
  5.980047E+001, -1.371222E+002,  0.000000E+000, -7.306412E+001,  9.475269E+000, -6.211256E+000,  3.205853E-001
 -3.666259E+000, -1.437216E+002,  0.000000E+000,  5.859774E+001, -2.079429E+000, -1.776592E+001,  3.200708E-001
  5.690221E+001, -1.304602E+002,  0.000000E+000, -7.559311E+001,  1.067748E+001, -6.514009E+000,  3.200561E-001
  4.073589E+000, -1.216284E+002,  0.000000E+000,  6.345214E+001, -2.055201E+000, -1.725430E+001,  3.200602E-001
  6.431215E+001, -1.088784E+002,  0.000000E+000, -7.913295E+001,  1.000864E+001, -6.058566E+000,  3.203663E-001
  1.359131E+001, -9.655883E+001,  0.000000E+000,  6.866501E+001, -2.018021E+000, -1.666360E+001,  3.204118E-001
  7.565995E+001, -8.323861E+001,  0.000000E+000, -8.249726E+001,  8.400250E+000, -6.241011E+000,  3.200752E-001
  2.457262E+001, -6.959882E+001,  0.000000E+000,  7.390865E+001, -1.553414E+000, -1.584803E+001,  3.200262E-001
  8.763536E+001, -5.905716E+001,  0.000000E+000, -8.510987E+001,  5.440745E+000, -8.249018E+000,  3.204062E-001
  3.765447E+001, -4.105895E+001,  0.000000E+000,  7.873312E+001, -2.766001E-001, -1.438423E+001,  3.203362E-001
  1.002765E+002, -3.473954E+001,  0.000000E+000, -8.727931E+001,  1.760893E+000, -1.083181E+001,  3.204979E-001
  5.238256E+001, -1.131941E+001,  0.000000E+000,  8.310497E+001,  1.322913E+000, -1.274040E+001,  3.204250E-001
  1.130181E+002, -9.016247E+000,  0.000000E+000, -8.916822E+001, -2.410884E+000, -1.362590E+001,  3.204508E-001
  6.811594E+001,  1.374577E+001,  0.000000E+000,  8.527370E+001, -4.035606E-001, -1.088674E+001,  3.203296E-001
  1.231055E+002,  1.956340E+001,  0.000000E+000, -9.059924E+001, -7.129969E+000, -1.504959E+001,  3.204125E-001
  8.245032E+001,  3.716057E+001,  0.000000E+000,  8.661349E+001, -4.212430E+000, -7.102471E+000,  3.200788E-001
  1.297627E+002,  4.913378E+001,  0.000000E+000, -9.135258E+001, -1.234502E+001, -1.497511E+001,  3.201578E-001
  9.397111E+001,  5.937477E+001,  0.000000E+000,  8.783901E+001, -7.401696E+000, -2.864117E+000,  3.202627E-001
  1.352026E+002,  7.616795E+001,  0.000000E+000, -9.142785E+001, -1.712786E+001, -1.360484E+001,  3.200617E-001
  8.998958E+001,  6.595445E+001,  0.000000E+000,  8.838968E+001, -7.503326E+000,  2.399193E-002,  3.202339E-001
  1.417525E+002,  1.006019E+002,  0.000000E+000, -9.073088E+001, -2.111223E+001, -1.061856E+001,  3.201278E-001
  8.540433E+001,  7.221261E+001,  0.000000E+000,  8.854610E+001, -7.584236E+000,  2.513837E+000,  3.201669E-001
  1.488698E+002,  1.244459E+002,  0.000000E+000, -8.880894E+001, -2.341503E+001, -6.877557E+000,  3.200641E-001
  8.043019E+001,  7.857128E+001,  0.000000E+000,  8.847768E+001, -7.698039E+000,  5.073678E+000,  3.204209E-001
  1.555550E+002,  1.496255E+002,  0.000000E+000, -8.560479E+001, -2.349508E+001, -3.845074E+000,  3.200746E-001
  7.551629E+001,  8.432879E+001,  0.000000E+000,  8.829782E+001, -7.822148E+000,  7.264813E+000,  3.205462E-001
  1.619808E+002,  1.735703E+002,  0.000000E+000, -8.191668E+001, -2.254221E+001, -1.092665E+000,  3.201231E-001
  6.984933E+001,  9.009886E+001,  0.000000E+000,  8.789463E+001, -8.057250E+000,  8.754943E+000,  3.203641E-001
  1.674980E+002,  1.954433E+002,  0.000000E+000, -7.793088E+001, -2.120148E+001,  1.369621E+000,  3.203122E-001
  6.285870E+001,  9.666778E+001,  0.000000E+000,  8.676195E+001, -8.024733E+000,  9.390258E+000,  3.202732E-001
  1.686401E+002,  2.106477E+002,  0.000000E+000, -7.453666E+001, -1.962495E+001,  3.853160E+000,  3.204026E-001
  5.386047E+001,  1.040615E+002,  0.000000E+000,  8.410728E+001, -7.122433E+000,  8.562301E+000,  3.204251E-001
  1.622580E+002,  2.146237E+002,  0.000000E+000, -7.231739E+001, -1.781484E+001,  6.041307E+000,  3.205642E-001
  4.559969E+001,  1.109475E+002,  0.000000E+000,  8.122371E+001, -6.007759E+000,  7.753026E+000,  3.200850E-001
  1.554870E+002,  2.172890E+002,  0.000000E+000, -7.015486E+001, -1.635506E+001,  7.733437E+000,  3.201902E-001
  1.538586E+002,  2.193513E+002,  0.000000E+000, -6.839139E+001, -1.588532E+001,  8.232021E+000,  3.200612E-001
  1.512395E+002,  2.210652E+002,  0.000000E+000, -6.623932E+001, -1.528918E+001,  8.716389E+000,  3.203533E-001
  1.483721E+002,  2.229265E+002,  0.000000E+000, -6.367700E+001, -1.445882E+001,  9.269757E+000,  3.201931E-001
  1.451370E+002,  2.249971E+002,  0.000000E+000, -6.076523E+001, -1.345174E+001,  9.854317E+000,  3.204600E-001
  1.414692E+002,  2.271995E+002,  0.000000E+000, -5.757223E+001, -1.227004E+001,  1.047514E+001,  3.206835E-001
  1.374270E+002,  2.295180E+002,  0.000000E+000, -5.401826E+001, -1.104007E+001,  1.108728E+001,  3.205485E-001
  1.324842E+002,  2.316627E+002,  0.000000E+000, -4.993764E+001, -1.011521E+001,  1.129817E+001,  3.201173E-001
  1.259211E+002,  2.330748E+002,  0.000000E+000, -4.555296E+001, -9.585013E+000,  1.096952E+001,  3.204469E-001
  1.182903E+002,  2.342273E+002,  0.000000E+000, -4.060392E+001, -9.174034E+000,  1.037648E+001,  3.202889E-001
  1.082167E+002,  2.285521E+002,  0.000000E+000, -3.055190E+001, -9.080071E+000,  8.755758E+000,  3.202702E-001
  9.813991E+001,  2.136103E+002,  0.000000E+000, -1.490716E+001, -8.180233E+000,  8.077864E+000,  3.201551E-001
  8.838156E+001,  1.984731E+002,  0.000000E+000,  1.674676E-001, -7.396050E+000,  7.755296E+000,  3.201751E-001
  7.919038E+001,  1.840601E+002,  0.000000E+000,  1.436533E+001, -6.719530E+000,  7.498120E+000,  3.201100E-001
  7.064780E+001,  1.706509E+002,  0.000000E+000,  2.750897E+001, -6.104193E+000,  7.274085E+000,  3.202686E-001
  6.255745E+001,  1.580037E+002,  0.000000E+000,  3.973265E+001, -5.550874E+000,  7.039494E+000,  3.204038E-001
  5.519041E+001,  1.462166E+002,  0.000000E+000,  5.099177E+001, -4.936747E+000,  6.795023E+000,  3.201047E-001
  4.833140E+001,  1.352544E+002,  0.000000E+000,  6.144463E+001, -4.320796E+000,  6.576532E+000,  3.203511E-001
  4.224364E+001,  1.252787E+002,  0.000000E+000,  7.081842E+001, -3.881561E+000,  6.482329E+000,  3.204390E-001
  3.938583E+001,  1.181555E+002,  0.000000E+000,  7.706231E+001, -4.954542E+000,  7.061597E+000,  3.200876E-001
  6.992904E+001, -1.462346E+002,  0.000000E+000, -6.756740E+001,  6.499761E+000, -6.275143E+000,  3.206453E-001
  7.127979E+001, -1.483734E+002,  0.000000E+000, -6.621850E+001,  5.477064E+000, -7.470968E+000,  3.201502E-001
  7.218900E+001, -1.506097E+002,  0.000000E+000, -6.483408E+001,  4.400570E+000, -8.944769E+000,  3.202991E-001
  7.222042E+001, -1.543905E+002,  0.000000E+000, -6.221164E+001,  3.318191E+000, -1.058934E+001,  3.207569E-001
  7.064107E+001, -1.599658E+002,  0.000000E+000, -5.793271E+001,  2.930749E+000, -1.243226E+001,  3.205887E-001
  6.652735E+001, -1.691304E+002,  0.000000E+000, -5.042777E+001,  3.927078E+000, -1.459721E+001,  3.205650E-001
  6.020205E+001, -1.813655E+002,  0.000000E+000, -3.976128E+001,  6.553501E+000, -1.723919E+001,  3.207131E-001
  5.340543E+001, -1.946076E+002,  0.000000E+000, -2.808388E+001,  9.378043E+000, -2.007076E+001,  3.206846E-001
  4.654131E+001, -2.073937E+002,  0.000000E+000, -1.648274E+001,  1.240179E+001, -2.266672E+001,  3.200080E-001
  4.251816E+001, -2.116089E+002,  0.000000E+000, -1.105625E+001,  1.588302E+001, -2.045213E+001,  3.200841E-001
  3.466723E+001, -2.144090E+002,  0.000000E+000, -4.074384E+000,  1.711463E+001, -1.816954E+001,  3.201599E-001
  2.998911E+001, -2.101956E+002,  0.000000E+000,  6.417540E+000,  1.591036E+001, -1.431408E+001,  3.200123E-001
  2.694567E+001, -2.045530E+002,  0.000000E+000,  1.600368E+001,  1.409534E+001, -1.155724E+001,  3.205285E-001
  2.465813E+001, -2.006393E+002,  0.000000E+000,  2.193459E+001,  1.153096E+001, -1.111099E+001,  3.206599E-001
  2.248676E+001, -1.972468E+002,  0.000000E+000,  2.634101E+001,  8.488438E+000, -1.173563E+001,  3.205464E-001
  2.006711E+001, -1.934376E+002,  0.000000E+000,  3.040764E+001,  5.299382E+000, -1.284840E+001,  3.202723E-001
  1.746487E+001, -1.899400E+002,  0.000000E+000,  3.386222E+001,  2.373991E+000, -1.398979E+001,  3.201403E-001
  1.452489E+001, -1.859231E+002,  0.000000E+000,  3.717707E+001, -1.683001E-001, -1.497061E+001,  3.200557E-001
  1.087247E+001, -1.791137E+002,  0.000000E+000,  4.131120E+001, -1.720831E+000, -1.572471E+001,  3.200845E-001
  6.946909E+000, -1.692886E+002,  0.000000E+000,  4.627093E+001, -2.250230E+000, -1.630333E+001,  3.201695E-001
  6.990375E+001, -1.428710E+002,  0.000000E+000, -6.879972E+001,  7.342925E+000, -5.693906E+000,  3.206903E-001
  1.424772E+001, -1.514297E+002,  0.000000E+000,  4.997233E+001, -2.452575E+000, -1.585750E+001,  3.202074E-001
  6.921239E+001, -1.386707E+002,  0.000000E+000, -7.035743E+001,  8.324214E+000, -5.289779E+000,  3.200086E-001
  2.239910E+001, -1.315589E+002,  0.000000E+000,  5.403739E+001, -2.528398E+000, -1.537657E+001,  3.203324E-001
  7.647655E+001, -1.212999E+002,  0.000000E+000, -7.312699E+001,  7.897980E+000, -4.574195E+000,  3.202585E-001
  3.201067E+001, -1.089338E+002,  0.000000E+000,  5.852124E+001, -2.635389E+000, -1.491693E+001,  3.202376E-001
  8.750620E+001, -9.657816E+001,  0.000000E+000, -7.656157E+001,  7.075536E+000, -3.898797E+000,  3.203999E-001
  4.223555E+001, -8.414574E+001,  0.000000E+000,  6.342986E+001, -2.680687E+000, -1.430899E+001,  3.203387E-001
  9.916039E+001, -7.109333E+001,  0.000000E+000, -7.991206E+001,  5.781512E+000, -3.643634E+000,  3.202386E-001
  5.322432E+001, -5.761637E+001,  0.000000E+000,  6.864510E+001, -2.663444E+000, -1.368359E+001,  3.202047E-001
  1.117517E+002, -4.733730E+001,  0.000000E+000, -8.252711E+001,  3.063813E+000, -5.113298E+000,  3.205123E-001
  6.509422E+001, -2.923119E+001,  0.000000E+000,  7.414551E+001, -2.680430E+000, -1.280655E+001,  3.202138E-001
  1.247231E+002, -2.304644E+001,  0.000000E+000, -8.488585E+001, -2.187229E-001, -7.245781E+000,  3.203203E-001
  7.834257E+001,  5.430838E-001,  0.000000E+000,  7.940663E+001, -2.173183E+000, -1.161988E+001,  3.204871E-001
  1.383925E+002,  1.674476E+000,  0.000000E+000, -8.684020E+001, -4.208697E+000, -9.952086E+000,  3.201312E-001
  9.373885E+001,  2.888144E+001,  0.000000E+000,  8.320680E+001, -2.505732E+000, -1.040897E+001,  3.204905E-001
  1.517276E+002,  2.777984E+001,  0.000000E+000, -8.862998E+001, -8.634007E+000, -1.285038E+001,  3.202489E-001
  1.096270E+002,  5.102599E+001,  0.000000E+000,  8.442988E+001, -4.843377E+000, -8.831689E+000,  3.201883E-001
  1.606761E+002,  5.432209E+001,  0.000000E+000, -8.994450E+001, -1.335012E+001, -1.442873E+001,  3.204115E-001
  1.077275E+002,  5.791359E+001,  0.000000E+000,  8.522177E+001, -4.905213E+000, -6.299640E+000,  3.201567E-001
  1.632253E+002,  8.100889E+001,  0.000000E+000, -9.042853E+001, -1.831626E+001, -1.386070E+001,  3.200813E-001
  1.037346E+002,  6.421371E+001,  0.000000E+000,  8.578807E+001, -4.983849E+000, -3.222207E+000,  3.204900E-001
  1.651015E+002,  1.057557E+002,  0.000000E+000, -9.027058E+001, -2.265367E+001, -1.209841E+001,  3.205586E-001
  9.964918E+001,  7.008976E+001,  0.000000E+000,  8.604389E+001, -5.061361E+000, -6.370068E-001,  3.201457E-001
  1.676918E+002,  1.292005E+002,  0.000000E+000, -8.878313E+001, -2.516375E+001, -9.087403E+000,  3.205269E-001
  9.530116E+001,  7.598924E+001,  0.000000E+000,  8.613363E+001, -5.264200E+000,  1.635297E+000,  3.201685E-001
  1.705349E+002,  1.521567E+002,  0.000000E+000, -8.588359E+001, -2.525619E+001, -5.583763E+000,  3.206137E-001
  9.035987E+001,  8.168742E+001,  0.000000E+000,  8.614761E+001, -5.505857E+000,  3.991034E+000,  3.200992E-001
  1.730035E+002,  1.741982E+002,  0.000000E+000, -8.240483E+001, -2.413526E+001, -2.403451E+000,  3.202793E-001
  8.549470E+001,  8.684444E+001,  0.000000E+000,  8.604989E+001, -5.662960E+000,  6.124253E+000,  3.204489E-001
  1.750458E+002,  1.942997E+002,  0.000000E+000, -7.860496E+001, -2.256091E+001,  5.221674E-001,  3.203150E-001
  7.993617E+001,  9.214580E+001,  0.000000E+000,  8.566638E+001, -5.839064E+000,  7.725695E+000,  3.204614E-001
  1.768702E+002,  2.108030E+002,  0.000000E+000, -7.523072E+001, -2.110737E+001,  2.938735E+000,  3.203264E-001
  7.219390E+001,  9.826737E+001,  0.000000E+000,  8.416292E+001, -5.499695E+000,  8.096674E+000,  3.202509E-001
  1.754752E+002,  2.144567E+002,  0.000000E+000, -7.390754E+001, -2.017060E+001,  3.287801E+000,  3.201381E-001
  6.430339E+001,  1.062804E+002,  0.000000E+000,  8.018607E+001, -4.532799E+000,  7.301441E+000,  3.203057E-001
  1.692784E+002,  2.166806E+002,  0.000000E+000, -7.187410E+001, -1.875077E+001,  4.967692E+000,  3.206737E-001
  1.678698E+002,  2.182409E+002,  0.000000E+000, -7.018219E+001, -1.833459E+001,  5.361555E+000,  3.205456E-001
  1.664622E+002,  2.200007E+002,  0.000000E+000, -6.817937E+001, -1.776224E+001,  5.814644E+000,  3.201468E-001
  1.649470E+002,  2.218917E+002,  0.000000E+000, -6.596125E+001, -1.708175E+001,  6.297554E+000,  3.200370E-001
  1.628175E+002,  2.238685E+002,  0.000000E+000, -6.339906E+001, -1.625359E+001,  6.770541E+000,  3.201427E-001
  1.601520E+002,  2.259398E+002,  0.000000E+000, -6.038070E+001, -1.527794E+001,  7.234547E+000,  3.203292E-001
  1.571665E+002,  2.280986E+002,  0.000000E+000, -5.698357E+001, -1.419937E+001,  7.700421E+000,  3.205145E-001
  1.536312E+002,  2.299945E+002,  0.000000E+000, -5.335629E+001, -1.311750E+001,  8.015837E+000,  3.201885E-001
  1.493024E+002,  2.312101E+002,  0.000000E+000, -4.953823E+001, -1.204216E+001,  8.183108E+000,  3.202387E-001
  1.447032E+002,  2.308566E+002,  0.000000E+000, -4.408742E+001, -1.040300E+001,  8.616529E+000,  3.200821E-001
  1.365076E+002,  2.224506E+002,  0.000000E+000, -3.221636E+001, -9.175335E+000,  8.470857E+000,  3.203661E-001
  1.253598E+002,  2.076480E+002,  0.000000E+000, -1.671254E+001, -8.381632E+000,  8.253918E+000,  3.201253E-001
  1.148310E+002,  1.933945E+002,  0.000000E+000, -2.159338E+000, -7.598161E+000,  7.939579E+000,  3.203526E-001
  1.047469E+002,  1.796663E+002,  0.000000E+000,  1.169434E+001, -6.869371E+000,  7.645689E+000,  3.200197E-001
  9.540515E+001,  1.668329E+002,  0.000000E+000,  2.447442E+001, -6.289067E+000,  7.431597E+000,  3.204130E-001
  8.666962E+001,  1.546968E+002,  0.000000E+000,  3.642416E+001, -5.707250E+000,  7.215811E+000,  3.202501E-001
  7.854894E+001,  1.433648E+002,  0.000000E+000,  4.753725E+001, -5.151291E+000,  7.021633E+000,  3.200190E-001
  7.106263E+001,  1.328199E+002,  0.000000E+000,  5.779258E+001, -4.548077E+000,  6.818384E+000,  3.200721E-001
  6.403084E+001,  1.230562E+002,  0.000000E+000,  6.722162E+001, -3.964142E+000,  6.672071E+000,  3.200737E-001
  5.835656E+001,  1.146162E+002,  0.000000E+000,  7.518137E+001, -3.919517E+000,  6.781236E+000,  3.202393E-001
  7.396917E+001, -1.448721E+002,  0.000000E+000, -6.672585E+001,  5.995283E+000, -6.925526E+000,  3.207141E-001
  7.508250E+001, -1.466663E+002,  0.000000E+000, -6.558186E+001,  5.020272E+000, -8.237401E+000,  3.206270E-001
  7.616275E+001, -1.486259E+002,  0.000000E+000, -6.432109E+001,  3.968464E+000, -9.670820E+000,  3.204980E-001
  7.631931E+001, -1.518903E+002,  0.000000E+000, -6.201107E+001,  2.923201E+000, -1.125954E+001,  3.200882E-001
  7.529978E+001, -1.566445E+002,  0.000000E+000, -5.840091E+001,  2.274477E+000, -1.307598E+001,  3.205112E-001
  7.191531E+001, -1.646610E+002,  0.000000E+000, -5.187024E+001,  2.837755E+000, -1.510391E+001,  3.205215E-001
  6.645976E+001, -1.758744E+002,  0.000000E+000, -4.178515E+001,  5.196054E+000, -1.769820E+001,  3.206126E-001
  6.133353E+001, -1.872964E+002,  0.000000E+000, -3.039683E+001,  7.857283E+000, -2.042695E+001,  3.200306E-001
  5.874942E+001, -1.962837E+002,  0.000000E+000, -1.794440E+001,  1.047236E+001, -2.281440E+001,  3.202695E-001
  6.006757E+001, -1.956184E+002,  0.000000E+000, -1.126997E+001,  1.331937E+001, -2.008921E+001,  3.206844E-001
  6.089803E+001, -1.924993E+002,  0.000000E+000, -5.147551E+000,  1.558201E+001, -1.637109E+001,  3.201683E-001
  5.736496E+001, -1.882969E+002,  0.000000E+000,  4.679694E+000,  1.506374E+001, -1.256452E+001,  3.205011E-001
  5.333177E+001, -1.837836E+002,  0.000000E+000,  1.419855E+001,  1.346423E+001, -9.722087E+000,  3.202910E-001
  5.029147E+001, -1.805274E+002,  0.000000E+000,  2.018061E+001,  1.108723E+001, -9.078283E+000,  3.203030E-001
  4.770854E+001, -1.779751E+002,  0.000000E+000,  2.447319E+001,  8.289744E+000, -9.539103E+000,  3.201387E-001
  4.480772E+001, -1.750869E+002,  0.000000E+000,  2.834849E+001,  5.330514E+000, -1.053791E+001,  3.201556E-001
  4.155422E+001, -1.724605E+002,  0.000000E+000,  3.160959E+001,  2.529437E+000, -1.168801E+001,  3.203030E-001
  3.813731E+001, -1.697088E+002,  0.000000E+000,  3.459914E+001, -3.422630E-003, -1.274600E+001,  3.200119E-001
  3.413302E+001, -1.651225E+002,  0.000000E+000,  3.812665E+001, -1.825816E+000, -1.358680E+001,  3.203157E-001
  2.952548E+001, -1.574041E+002,  0.000000E+000,  4.269856E+001, -2.626742E+000, -1.428168E+001,  3.203446E-001
  7.523253E+001, -1.417881E+002,  0.000000E+000, -6.753208E+001,  6.708814E+000, -6.052343E+000,  3.203155E-001
  3.785441E+001, -1.395771E+002,  0.000000E+000,  4.608125E+001, -2.836742E+000, -1.370268E+001,  3.204015E-001
  8.508465E+001, -1.281088E+002,  0.000000E+000, -6.892270E+001,  6.143499E+000, -4.389072E+000,  3.206320E-001
  4.758528E+001, -1.189732E+002,  0.000000E+000,  4.986611E+001, -2.969321E+000, -1.316337E+001,  3.201143E-001
  9.723368E+001, -1.086577E+002,  0.000000E+000, -7.107003E+001,  5.198292E+000, -2.822495E+000,  3.205241E-001
  5.793934E+001, -9.669001E+001,  0.000000E+000,  5.399772E+001, -3.121106E+000, -1.261361E+001,  3.200762E-001
  1.087538E+002, -8.507962E+001,  0.000000E+000, -7.416345E+001,  4.310537E+000, -1.945641E+000,  3.204318E-001
  6.894836E+001, -7.260975E+001,  0.000000E+000,  5.847562E+001, -3.243376E+000, -1.203136E+001,  3.203386E-001
  1.205794E+002, -6.004626E+001,  0.000000E+000, -7.741290E+001,  3.163739E+000, -1.388907E+000,  3.203320E-001
  8.049962E+001, -4.653974E+001,  0.000000E+000,  6.334586E+001, -3.248619E+000, -1.133826E+001,  3.200156E-001
  1.334843E+002, -3.638348E+001,  0.000000E+000, -8.005773E+001,  8.222403E-001, -2.295922E+000,  3.205475E-001
  9.267255E+001, -1.890359E+001,  0.000000E+000,  6.847904E+001, -3.428819E+000, -1.041245E+001,  3.201903E-001
  1.469827E+002, -1.254332E+001,  0.000000E+000, -8.244430E+001, -2.233624E+000, -4.030258E+000,  3.204408E-001
  1.057786E+002,  1.071440E+001,  0.000000E+000,  7.389445E+001, -3.578879E+000, -9.338419E+000,  3.200263E-001
  1.606110E+002,  1.169205E+001,  0.000000E+000, -8.455419E+001, -5.992350E+000, -6.351011E+000,  3.205146E-001
  1.182374E+002,  4.020865E+001,  0.000000E+000,  7.917306E+001, -2.720516E+000, -8.269022E+000,  3.202798E-001
  1.735112E+002,  3.555273E+001,  0.000000E+000, -8.638177E+001, -1.029439E+001, -9.180872E+000,  3.204934E-001
  1.192942E+002,  5.203075E+001,  0.000000E+000,  8.185954E+001, -1.739298E+000, -7.964458E+000,  3.204776E-001
  1.746192E+002,  5.323870E+001,  0.000000E+000, -8.770613E+001, -1.262039E+001, -1.075524E+001,  3.204026E-001
  1.181863E+002,  5.699690E+001,  0.000000E+000,  8.254446E+001, -2.012934E+000, -7.579410E+000,  3.204449E-001
  1.748887E+002,  7.727957E+001,  0.000000E+000, -8.804840E+001, -1.705523E+001, -9.910517E+000,  3.205579E-001
  1.159311E+002,  6.249689E+001,  0.000000E+000,  8.306923E+001, -2.157239E+000, -6.033111E+000,  3.201250E-001
  1.748123E+002,  1.012888E+002,  0.000000E+000, -8.819384E+001, -2.145333E+001, -9.014812E+000,  3.206048E-001
  1.120280E+002,  6.826504E+001,  0.000000E+000,  8.346846E+001, -2.350870E+000, -3.434323E+000,  3.201854E-001
  1.747526E+002,  1.248167E+002,  0.000000E+000, -8.756721E+001, -2.468809E+001, -7.642653E+000,  3.202017E-001
  1.078638E+002,  7.367864E+001,  0.000000E+000,  8.367383E+001, -2.661054E+000, -1.045629E+000,  3.203410E-001
  1.752891E+002,  1.480873E+002,  0.000000E+000, -8.556528E+001, -2.568526E+001, -5.671263E+000,  3.203554E-001
  1.034155E+002,  7.885739E+001,  0.000000E+000,  8.382969E+001, -3.006524E+000,  9.588424E-001,  3.202398E-001
  1.768207E+002,  1.695587E+002,  0.000000E+000, -8.254260E+001, -2.494413E+001, -2.821060E+000,  3.204465E-001
  9.853825E+001,  8.389479E+001,  0.000000E+000,  8.391481E+001, -3.324434E+000,  3.117347E+000,  3.201635E-001
  1.780338E+002,  1.894746E+002,  0.000000E+000, -7.903935E+001, -2.345918E+001, -7.776279E-002,  3.204048E-001
  9.360019E+001,  8.862716E+001,  0.000000E+000,  8.382741E+001, -3.535373E+000,  5.205652E+000,  3.205371E-001
  1.794181E+002,  2.073853E+002,  0.000000E+000, -7.564423E+001, -2.201907E+001,  2.567780E+000,  3.203080E-001
  8.884066E+001,  9.423658E+001,  0.000000E+000,  8.252641E+001, -3.608540E+000,  6.794701E+000,  3.201221E-001
  1.793536E+002,  2.141732E+002,  0.000000E+000, -7.372923E+001, -2.106611E+001,  3.191954E+000,  3.200170E-001
  8.302181E+001,  1.028747E+002,  0.000000E+000,  7.808719E+001, -3.415653E+000,  7.013332E+000,  3.201013E-001
  1.782988E+002,  2.156676E+002,  0.000000E+000, -7.268332E+001, -2.053568E+001,  2.996179E+000,  3.201204E-001
  1.790051E+002,  2.170616E+002,  0.000000E+000, -7.129640E+001, -2.032204E+001,  2.985539E+000,  3.203038E-001
  1.791188E+002,  2.187117E+002,  0.000000E+000, -6.953215E+001, -1.989166E+001,  3.122999E+000,  3.200665E-001
