 S11, S22, S33, S12, S23, S31, wp
 -1.485959E+001, -3.079272E+002,  0.000000E+000, -4.329306E+001, -1.018277E+000, -2.617653E+000,  5.103270E-001
 -1.483200E+001, -3.144551E+002,  0.000000E+000, -2.514781E+001, -7.259191E-001, -3.184027E+000,  5.105777E-001
 -1.432200E+001, -3.171578E+002,  0.000000E+000, -6.794354E+000, -2.180098E-001, -2.936303E+000,  5.101735E-001
 -1.334381E+001, -3.168993E+002,  0.000000E+000,  1.149564E+001, -3.247098E-001, -1.994347E+000,  5.101795E-001
 -1.200510E+001, -3.142122E+002,  0.000000E+000,  2.966922E+001, -8.216602E-001, -3.080008E-001,  5.102335E-001
 -1.007571E+001, -3.086563E+002,  0.000000E+000,  4.680119E+001, -1.292300E+000,  1.446268E+000,  5.103372E-001
 -8.505726E+000, -3.013968E+002,  0.000000E+000,  6.263001E+001, -1.354476E+000,  2.793712E+000,  5.105211E-001
 -7.863552E+000, -2.926225E+002,  0.000000E+000,  7.734187E+001, -1.492649E+000,  3.747655E+000,  5.107862E-001
 -8.140076E+000, -2.822245E+002,  0.000000E+000,  9.064315E+001, -1.694716E+000,  4.345285E+000,  5.104090E-001
 -9.057519E+000, -2.707550E+002,  0.000000E+000,  1.019906E+002, -1.831046E+000,  4.527414E+000,  5.106469E-001
 -1.027396E+001, -2.589339E+002,  0.000000E+000,  1.115153E+002, -1.837956E+000,  4.629705E+000,  5.107840E-001
 -1.150041E+001, -2.473668E+002,  0.000000E+000,  1.197567E+002, -1.750558E+000,  4.549112E+000,  5.101689E-001
 -1.247576E+001, -2.365823E+002,  0.000000E+000,  1.264074E+002, -1.635217E+000,  4.471286E+000,  5.104718E-001
 -2.793351E+001, -2.298558E+002,  0.000000E+000, -1.272282E+002, -3.874968E-001,  2.995069E+000,  5.102870E-001
 -1.171129E+001, -2.252758E+002,  0.000000E+000,  1.324433E+002, -1.434947E+000,  4.345676E+000,  5.102511E-001
 -2.861675E+001, -2.169059E+002,  0.000000E+000, -1.325188E+002, -2.550776E-001,  3.199333E+000,  5.108292E-001
 -1.091622E+001, -2.118236E+002,  0.000000E+000,  1.385420E+002, -9.884696E-001,  4.164220E+000,  5.101350E-001
 -2.912807E+001, -2.018705E+002,  0.000000E+000, -1.378416E+002, -3.277067E-001,  3.260545E+000,  5.102118E-001
 -1.040164E+001, -1.961326E+002,  0.000000E+000,  1.444645E+002,  1.389652E-002,  3.587267E+000,  5.106765E-001
 -2.829124E+001, -1.828742E+002,  0.000000E+000, -1.434378E+002, -4.080224E-001,  3.239189E+000,  5.108633E-001
 -9.782606E+000, -1.779970E+002,  0.000000E+000,  1.500116E+002,  1.252906E+000,  2.683418E+000,  5.101407E-001
 -2.592016E+001, -1.597221E+002,  0.000000E+000, -1.488638E+002, -5.394896E-001,  3.280517E+000,  5.105902E-001
 -7.944980E+000, -1.567590E+002,  0.000000E+000,  1.551818E+002,  2.573458E+000,  1.983594E+000,  5.108625E-001
 -2.101208E+001, -1.295058E+002,  0.000000E+000, -1.541570E+002, -8.186272E-001,  3.232711E+000,  5.101124E-001
 -4.604566E+000, -1.313086E+002,  0.000000E+000,  1.598565E+002,  3.661452E+000,  1.415890E+000,  5.101796E-001
 -1.399986E+001, -9.437989E+001,  0.000000E+000, -1.589792E+002, -1.551479E+000,  2.857547E+000,  5.100293E-001
  7.061112E-001, -1.014700E+002,  0.000000E+000,  1.636570E+002,  3.985457E+000,  6.699365E-001,  5.101990E-001
 -4.779860E+000, -5.442584E+001,  0.000000E+000, -1.628491E+002, -2.481539E+000,  1.957730E+000,  5.103495E-001
  8.582221E+000, -6.563959E+001,  0.000000E+000,  1.663840E+002,  3.897604E+000, -2.130488E-001,  5.101624E-001
  5.906386E+000, -1.110678E+001,  0.000000E+000, -1.655723E+002, -3.018932E+000,  8.341795E-001,  5.107378E-001
  1.911851E+001, -2.364665E+001,  0.000000E+000,  1.677047E+002,  3.443038E+000, -8.531805E-001,  5.104325E-001
  1.721625E+001,  3.279416E+001,  0.000000E+000, -1.664488E+002, -3.466336E+000, -5.281772E-002,  5.104849E-001
  2.997378E+001,  2.047937E+001,  0.000000E+000,  1.668777E+002,  3.138231E+000, -1.666007E+000,  5.104491E-001
  2.692987E+001,  7.347145E+001,  0.000000E+000, -1.653925E+002, -3.689988E+000, -6.626287E-001,  5.104295E-001
  3.994987E+001,  6.314424E+001,  0.000000E+000,  1.641337E+002,  2.407687E+000, -2.628375E+000,  5.106630E-001
  9.569339E-001, -2.377002E+002,  0.000000E+000, -1.200170E+002, -8.197248E-001,  3.002005E+000,  5.106198E-001
  5.598228E+000, -2.465559E+002,  0.000000E+000, -1.143753E+002, -1.083671E+000,  2.531716E+000,  5.104740E-001
  1.077120E+001, -2.558833E+002,  0.000000E+000, -1.075156E+002, -1.306331E+000,  1.887441E+000,  5.107843E-001
  1.637629E+001, -2.651744E+002,  0.000000E+000, -9.917395E+001, -1.328558E+000,  9.427533E-001,  5.101843E-001
  2.160251E+001, -2.751466E+002,  0.000000E+000, -8.850137E+001, -1.200904E+000, -9.676472E-002,  5.100119E-001
  2.593961E+001, -2.851435E+002,  0.000000E+000, -7.561309E+001, -8.834726E-001, -1.073806E+000,  5.104396E-001
  2.928051E+001, -2.947406E+002,  0.000000E+000, -6.049231E+001, -9.358320E-001, -1.883162E+000,  5.101508E-001
  3.132259E+001, -3.037470E+002,  0.000000E+000, -4.336035E+001, -1.048365E+000, -2.465906E+000,  5.105943E-001
  3.260470E+001, -3.106527E+002,  0.000000E+000, -2.517759E+001, -8.835239E-001, -2.930806E+000,  5.106875E-001
  3.354936E+001, -3.137803E+002,  0.000000E+000, -6.355962E+000, -2.745245E-001, -2.564130E+000,  5.106858E-001
  3.452717E+001, -3.136200E+002,  0.000000E+000,  1.224971E+001, -1.946790E-001, -1.596980E+000,  5.101167E-001
  3.536107E+001, -3.108061E+002,  0.000000E+000,  3.071904E+001, -4.770936E-001,  1.520176E-001,  5.105266E-001
  3.558023E+001, -3.054206E+002,  0.000000E+000,  4.815829E+001, -7.773988E-001,  2.119363E+000,  5.103169E-001
  3.492775E+001, -2.979527E+002,  0.000000E+000,  6.362102E+001, -8.551323E-001,  3.492253E+000,  5.105053E-001
  3.312152E+001, -2.893318E+002,  0.000000E+000,  7.766698E+001, -1.111244E+000,  4.346755E+000,  5.105276E-001
  3.010032E+001, -2.791568E+002,  0.000000E+000,  9.026119E+001, -1.425831E+000,  4.981567E+000,  5.105689E-001
  2.603202E+001, -2.679197E+002,  0.000000E+000,  1.009644E+002, -1.462909E+000,  4.959421E+000,  5.106647E-001
  2.210284E+001, -2.562576E+002,  0.000000E+000,  1.104424E+002, -1.592732E+000,  5.009124E+000,  5.101658E-001
  1.860864E+001, -2.449635E+002,  0.000000E+000,  1.185066E+002, -1.577664E+000,  4.972258E+000,  5.106566E-001
  1.536092E+001, -2.342442E+002,  0.000000E+000,  1.252694E+002, -1.499216E+000,  4.827808E+000,  5.108479E-001
  1.319157E+000, -2.268465E+002,  0.000000E+000, -1.248354E+002, -6.040308E-001,  3.160042E+000,  5.106723E-001
  1.660398E+001, -2.227933E+002,  0.000000E+000,  1.313386E+002, -1.367650E+000,  4.609946E+000,  5.105886E-001
  1.737056E+000, -2.135844E+002,  0.000000E+000, -1.297864E+002, -5.372436E-001,  3.136193E+000,  5.102242E-001
  1.776640E+001, -2.096476E+002,  0.000000E+000,  1.372430E+002, -1.020353E+000,  4.240234E+000,  5.106012E-001
  2.515154E+000, -1.978728E+002,  0.000000E+000, -1.350678E+002, -4.925668E-001,  3.001133E+000,  5.103072E-001
  1.908867E+001, -1.937191E+002,  0.000000E+000,  1.429175E+002, -1.245993E-001,  3.487896E+000,  5.108689E-001
  4.628995E+000, -1.777122E+002,  0.000000E+000, -1.405714E+002, -3.801409E-001,  2.915030E+000,  5.103304E-001
  2.130992E+001, -1.744666E+002,  0.000000E+000,  1.485161E+002,  1.089798E+000,  2.564242E+000,  5.102598E-001
  8.356268E+000, -1.528423E+002,  0.000000E+000, -1.459972E+002, -4.130875E-001,  2.823608E+000,  5.107888E-001
  2.422779E+001, -1.524622E+002,  0.000000E+000,  1.535619E+002,  2.241657E+000,  1.979956E+000,  5.107192E-001
  1.434751E+001, -1.217947E+002,  0.000000E+000, -1.511346E+002, -7.790745E-001,  2.441750E+000,  5.101575E-001
  2.808517E+001, -1.260276E+002,  0.000000E+000,  1.582700E+002,  3.125084E+000,  1.136118E+000,  5.101286E-001
  2.194891E+001, -8.590712E+001,  0.000000E+000, -1.558884E+002, -1.360194E+000,  1.987218E+000,  5.101756E-001
  3.380218E+001, -9.473776E+001,  0.000000E+000,  1.623210E+002,  3.809133E+000,  2.154377E-001,  5.107835E-001
  3.150262E+001, -4.524221E+001,  0.000000E+000, -1.598113E+002, -2.148105E+000,  1.049992E+000,  5.102495E-001
  4.278471E+001, -5.716366E+001,  0.000000E+000,  1.651462E+002,  3.866895E+000, -6.490855E-001,  5.100635E-001
  4.236626E+001, -1.911813E+000,  0.000000E+000, -1.625121E+002, -2.858765E+000, -1.074759E-001,  5.104972E-001
  5.327399E+001, -1.523113E+001,  0.000000E+000,  1.665749E+002,  3.542533E+000, -1.282437E+000,  5.101930E-001
  5.265580E+001,  4.095051E+001,  0.000000E+000, -1.636097E+002, -3.354048E+000, -7.649465E-001,  5.104405E-001
  6.332205E+001,  2.853132E+001,  0.000000E+000,  1.657780E+002,  2.872781E+000, -1.948384E+000,  5.104232E-001
  6.105329E+001,  8.001428E+001,  0.000000E+000, -1.626730E+002, -3.538566E+000, -1.320139E+000,  5.106712E-001
  7.276202E+001,  7.031863E+001,  0.000000E+000,  1.632263E+002,  2.226951E+000, -2.890532E+000,  5.105979E-001
  6.640005E+001,  1.115797E+002,  0.000000E+000, -1.602618E+002, -3.564335E+000, -1.704005E+000,  5.106760E-001
  8.034177E+001,  1.083480E+002,  0.000000E+000,  1.593969E+002,  1.467953E+000, -3.645772E+000,  5.105891E-001
  6.943837E+001,  1.383892E+002,  0.000000E+000, -1.570203E+002, -3.462135E+000, -1.803422E+000,  5.105441E-001
  8.495987E+001,  1.398213E+002,  0.000000E+000,  1.548399E+002,  8.670932E-001, -3.950970E+000,  5.101862E-001
  7.032559E+001,  1.613802E+002,  0.000000E+000, -1.530419E+002, -2.695473E+000, -2.333426E+000,  5.103324E-001
  8.716848E+001,  1.663374E+002,  0.000000E+000,  1.498505E+002,  5.935799E-001, -3.685915E+000,  5.101736E-001
  7.014086E+001,  1.813727E+002,  0.000000E+000, -1.481320E+002, -1.478650E+000, -2.814060E+000,  5.100767E-001
  8.788681E+001,  1.879700E+002,  0.000000E+000,  1.446735E+002,  4.604340E-001, -3.448420E+000,  5.105807E-001
  2.953551E+001, -2.340681E+002,  0.000000E+000, -1.170465E+002, -9.226358E-001,  3.210455E+000,  5.105242E-001
  3.615416E+001, -2.426877E+002,  0.000000E+000, -1.112928E+002, -1.134521E+000,  2.889663E+000,  5.100053E-001
  4.337331E+001, -2.516829E+002,  0.000000E+000, -1.044041E+002, -1.362335E+000,  2.336018E+000,  5.106893E-001
  5.096026E+001, -2.607089E+002,  0.000000E+000, -9.631180E+001, -1.619669E+000,  1.326780E+000,  5.107067E-001
  5.794196E+001, -2.701392E+002,  0.000000E+000, -8.618518E+001, -1.620835E+000,  2.998363E-001,  5.104529E-001
  6.403305E+001, -2.799661E+002,  0.000000E+000, -7.381553E+001, -1.320130E+000, -8.799007E-001,  5.104263E-001
  6.898116E+001, -2.896200E+002,  0.000000E+000, -5.924081E+001, -1.071187E+000, -1.797956E+000,  5.102248E-001
  7.254297E+001, -2.982816E+002,  0.000000E+000, -4.269104E+001, -1.097477E+000, -2.548987E+000,  5.103322E-001
  7.502508E+001, -3.052689E+002,  0.000000E+000, -2.459149E+001, -1.025405E+000, -2.775261E+000,  5.100094E-001
  7.711090E+001, -3.091002E+002,  0.000000E+000, -5.847487E+000, -5.155067E-001, -2.379586E+000,  5.106570E-001
  7.833033E+001, -3.091578E+002,  0.000000E+000,  1.287286E+001, -6.703754E-002, -1.107809E+000,  5.104283E-001
  7.827440E+001, -3.062250E+002,  0.000000E+000,  3.118866E+001, -2.002763E-002,  6.830497E-001,  5.106448E-001
  7.691520E+001, -3.009873E+002,  0.000000E+000,  4.851018E+001, -2.283362E-001,  2.622273E+000,  5.105018E-001
  7.463114E+001, -2.936751E+002,  0.000000E+000,  6.359925E+001, -4.328533E-001,  3.931485E+000,  5.106985E-001
  7.054000E+001, -2.849784E+002,  0.000000E+000,  7.675071E+001, -7.463485E-001,  4.755712E+000,  5.102014E-001
  6.537157E+001, -2.748681E+002,  0.000000E+000,  8.869399E+001, -9.148746E-001,  5.155437E+000,  5.102550E-001
  5.941433E+001, -2.642414E+002,  0.000000E+000,  9.894444E+001, -1.009679E+000,  5.178152E+000,  5.108175E-001
  5.338513E+001, -2.529690E+002,  0.000000E+000,  1.082763E+002, -1.235291E+000,  5.179930E+000,  5.106221E-001
  4.746084E+001, -2.419406E+002,  0.000000E+000,  1.163245E+002, -1.422860E+000,  5.200397E+000,  5.107284E-001
  4.215185E+001, -2.315077E+002,  0.000000E+000,  1.231200E+002, -1.418042E+000,  5.004229E+000,  5.104300E-001
  3.097201E+001, -2.227588E+002,  0.000000E+000, -1.216571E+002, -7.439181E-001,  3.205071E+000,  5.104299E-001
  4.387454E+001, -2.200466E+002,  0.000000E+000,  1.288254E+002, -1.229253E+000,  4.678716E+000,  5.106919E-001
  3.277562E+001, -2.091569E+002,  0.000000E+000, -1.264187E+002, -7.011410E-001,  3.066263E+000,  5.106484E-001
  4.543986E+001, -2.063705E+002,  0.000000E+000,  1.344779E+002, -7.417368E-001,  4.134985E+000,  5.103100E-001
  3.536836E+001, -1.922664E+002,  0.000000E+000, -1.315138E+002, -5.834654E-001,  2.828468E+000,  5.103201E-001
  4.754442E+001, -1.897182E+002,  0.000000E+000,  1.399617E+002, -4.387247E-002,  3.364032E+000,  5.106763E-001
  3.891115E+001, -1.714569E+002,  0.000000E+000, -1.367810E+002, -3.887725E-001,  2.722751E+000,  5.100496E-001
  5.014292E+001, -1.699091E+002,  0.000000E+000,  1.452032E+002,  9.367658E-001,  2.588544E+000,  5.104943E-001
  4.415242E+001, -1.448896E+002,  0.000000E+000, -1.420942E+002, -2.183747E-001,  2.358714E+000,  5.108393E-001
  5.371035E+001, -1.470165E+002,  0.000000E+000,  1.502339E+002,  1.979087E+000,  1.689009E+000,  5.107962E-001
  5.107190E+001, -1.132201E+002,  0.000000E+000, -1.471021E+002, -3.986941E-001,  1.753268E+000,  5.106603E-001
  5.946166E+001, -1.197855E+002,  0.000000E+000,  1.550392E+002,  2.853971E+000,  6.637973E-001,  5.107314E-001
  5.975269E+001, -7.650762E+001,  0.000000E+000, -1.516915E+002, -8.972541E-001,  1.233648E+000,  5.104643E-001
  6.672836E+001, -8.754262E+001,  0.000000E+000,  1.591984E+002,  3.636658E+000, -3.113515E-001,  5.103884E-001
  6.979705E+001, -3.583081E+001,  0.000000E+000, -1.555759E+002, -1.607637E+000,  2.807178E-001,  5.107305E-001
  7.534183E+001, -4.903948E+001,  0.000000E+000,  1.620968E+002,  3.855429E+000, -1.088461E+000,  5.104715E-001
  7.960155E+001,  6.886002E+000,  0.000000E+000, -1.582975E+002, -2.477872E+000, -8.535130E-001,  5.103769E-001
  8.442701E+001, -8.049053E+000,  0.000000E+000,  1.634400E+002,  3.398672E+000, -1.845717E+000,  5.105173E-001
  8.858625E+001,  4.809995E+001,  0.000000E+000, -1.591941E+002, -2.789218E+000, -1.481666E+000,  5.104388E-001
  9.329761E+001,  3.451211E+001,  0.000000E+000,  1.624812E+002,  2.636987E+000, -2.529776E+000,  5.104738E-001
  9.492845E+001,  8.499314E+001,  0.000000E+000, -1.582236E+002, -3.059454E+000, -1.640508E+000,  5.100034E-001
  1.013279E+002,  7.533825E+001,  0.000000E+000,  1.598988E+002,  1.982336E+000, -3.304520E+000,  5.100331E-001
  9.815096E+001,  1.147753E+002,  0.000000E+000, -1.560786E+002, -3.255336E+000, -1.802293E+000,  5.102612E-001
  1.068345E+002,  1.111298E+002,  0.000000E+000,  1.563800E+002,  1.083691E+000, -3.688496E+000,  5.102820E-001
  9.985887E+001,  1.401702E+002,  0.000000E+000, -1.532067E+002, -3.261173E+000, -1.788792E+000,  5.103496E-001
  1.100269E+002,  1.410049E+002,  0.000000E+000,  1.521446E+002,  6.111363E-001, -3.836047E+000,  5.108093E-001
  1.004207E+002,  1.623700E+002,  0.000000E+000, -1.495934E+002, -2.747225E+000, -2.141682E+000,  5.107687E-001
